text,source
I finally saw the movie with that scary Japanese girl with white skin. I now believe I can't sleep without the lights on lol.,3.0
"I was recently really excited for a baseball game, but when we got there there was heavy rain and they cancelled the game.",3.0
"Over the past few years I have been curious as to what is wrong with me. I feel different, detached and slightly alienated. I have no interest in friendship or relationships (emotional or physical). I feel very emotionally cold and distant, I do still have emotions, but they are very diminished, I also have difficulty understanding what emotion I am feeling at any given time, in addition to lacking empathy. I often find myself being very manipulative and lying almost compulsively. It has gotten to the point where I will lie frequently for no reason, simply for the sake of lying. I am very impulsive and lack direction in my life, I pick up and drop new hobbies very frequently and I find it almost impossible to plan ahead and stick to life goals that I have set for myself.",1.0
"I can recall when my mother passed away I was very alone, literally. At 20 years old and an only child, you still need your mother. My father wasn't in the picture after she passed either. So I was completely by myself with a 2 year old toddler.  Very sad time.",3.0
"My husband and I have been together for 9 yrs, married 5 of those years. When we first got together my boys were 7 and 5yrs old and they got along. A year later we moved in together and my boys could nothing right in his eyes. It wasnat THAT bad so I told myself it would take time.Every year got worse and not better! I still tell myself it getbetter someday but I think now it will only get worse.",1.0
" I lost my wallet a t relatives house with $400 cash inside of it, I immediately told them of of situation and they help look me for it and and expressed sorrow for my bad luck when I returned the following day they had bout a living room suit a immediately gave a story of how they one the lottery the night before , I was very upset and could hardly hide my true feelings.",3.0
i find it interesting that a part of the mobile tracking device can give me peace of mind while another part of the network intelligence can make me feel extremely threatened,4.0
"Went to a fast food place, and they messed up my order. I even repeated it twice, and had them double-check with me again after that! I know they're under a lot of pressure and work hard, but why is order accuracy so hard...",3.0
"While camping alone, I awoke to sound of growling outside my tent. It sounded like a big old mean wolf who wanted to eat me.",3.0
i also have the confessions book of snippets of journals and notes from over her life it feels perverse to have this insight into her life but it s rather magical to see little drawings and sketches and photos she found appealing,4.0
"I was at the store shopping the other day and when I went into the bathroom, someone had had an accident and the bathroom was a mess.  It smelled so bad.  I thought i was going to be sick.. It was gross",3.0
I had to take a licensing exam for the state. I thought it was going to be super easy so I didn't study at all. I ended up failing the test and feeling very frustrated with myself because of my lack of efforts.,3.0
i wasn t shaken i wasn t worried about baby feet i was just worried about him shattered and looking on trying to block the thought of his granddaughter s bleeding feet out of his mind feeling humiliated over a simple accident and two irrelevant glasses,4.0
i kind of feel like reaching back in time and slapping myself because to no one else is hugging a distraught person who just heard a bunch of people say that her uncle was going to murder her romantic,4.0
Once my brother stole a pizza i made from me. He says he didn't each it even though i found him with a paper plate with fresh pizza sauce on it.,3.0
i think this post was inspired by them and by others like them the people who wont allow themselves to truly soulfully completely feel a piece of artistry because theyre scared of how others will react,4.0
i feel isolated as a stay at home mum shonas story a target blank style display block overflow hidden text decoration none line height pt height px padding px px px href http www,4.0
i guess it s because now that i have all this information in my head i feel pressured to write great things because i should be able to after studying creative writing for all these years right,4.0
I was informed by my doctor that I had to have a biopsy of a suspicious mass. The whole process of waiting for the test and results caused a lot of anxiety.,3.0
i truly felt bad for the guy its not easy in the first place to try and handle the nightmares and flashbacks and rage and all the other emotions that he cant control and then have to try and deal with becoming a father at a time in his life when he feels pretty much worthless,4.0
I was young and dumb so I really liked this girl in my class. Because of this I decided to ask her out over Facebook and her friends were with her and saw that I did that.,3.0
i think you can not help but cry like you want when i feel wronged and want you by my side listening quietly tell me for i think you gently wiped the tears dry and then told me to be strong to live so i have all the courage,4.0
i recall feeling hopeless and let down and still do when i isolate memories and have to realise them as non reality from presuming i had blown a number of months clean and sober,4.0
i feel like all im teaching him is how to be impatient and move quickly but he must be learning something from somebody because he has been so sweet lately,4.0
i feel about target blank download when people die how do i feel about how do people feel before they die the q amp a wiki it depends on how theyre dying who they are what theyre feeling and what they are thinking at that moment,4.0
My coworker left early on me today and left me with a ton of work. I can't believe he always gets away with it.,3.0
i wouldn t be doing this video because it shouldn t matter but recently i was misquoted in an interview and it made me feel really angry and frustrated and emotions that i ve never felt before when reading something about myself and for me honesty is something that i really do believe in,4.0
"My friends just recently purchased a new 2019 Honda Civic.  I am truly angry; I shouldn't be, but I am.  I should be the one with the new car. ",3.0
"I am a single mother and full time college student currently supporting my daughter, myself, and my mother on only a single part-time salary. Iam finding that I rarely have time to spend with my daughter. I leave for school before she wakes up and often do not get home until she has gone to bed. My mother lives in my home in exchange for childcare, but lately itas as if she is raising my daughter since I cannot be around due to work and school. I feel that itas unfair to my daughter that she cannot spend any time with me. My question is; would it be irresponsible of me to let my daughter live with her father until I graduate from college? Would people disrespect me if I chose this option? Would that make me a bad mother? More importantly, my daughter is only 5 years old, how would this affect her? This is really a heartbreaking and stressful situation for me. Thank you.",1.0
I am living on my own now. When I get home from work I have no one to talk to,3.0
i know that it is pretty much how my body works and not to feel intimidated by the bar when the first set doesnt go as well as i think it should,4.0
My fiance made pasta with vold shrimp and jar sauce was nasty.,2.0
"My brother got such a nice Snowboard for his birthday when we were teenagers. I wanted one too, but didn't end up getting what I wanted. ",3.0
i had a feeling quite an uncomfortable feeling actually that when the craft empire began to expand the quality of their beer might start to tail off particularly in their newer outlets,4.0
i feel like i ve been tortured by a href over the past week i feel like ive been tortured by catherine just like catherines protagonist vincent was tortured by catherine over the course of the week in which catherines story takes place,4.0
I had a dream that I was at work and was wearing no cloths. It was the most upsetting dream I've ever had!,3.0
i feel dirty grubby and disgusting court hears impact statements from rolf s victims including daughter bindi s best friend who said she feels unable to move on posted on a href http daily feeds,4.0
My pregnant girlfriend fell down some stairs last week. She was fine but we were really worried that we were going to lose the baby!,3.0
"A while ago, I was riding in the car with my uncle at night to get some food. He had a few drinks earlier and we ended up getting pulled over.",3.0
i was scared when i realized that i might miss the train which i was supposed to take i was kilometres away from home and when i heard the depart whistle i was still feet away from the train i finally made it,4.0
I survived a home invasion once years ago. Several burglars broke in and were prowling around the house. I hide under the bed and had to stay super quiet until I was sure they were gone!,3.0
I was using the bathroom on a train in rome. I didnt lock the door properly and a woman walked in on me. She laughed.,3.0
i got the feeling i had for days after you broke up with me that you should be coming around the corner from the bedroom shirtless with a crooked smile and your head tilted to the side looking at me,4.0
i also get crazy when they are not respectful and when they feel threatened by another women and start to put them down and treat others bad just to be on top of everything,4.0
I was walking along in the park. And then I took off my shoes and two minutes later I stepped in a gigantic pile of dog poo!,3.0
I was at the post officer yesterday and I had to wait in line to use the ONE pen in the whole post office. Why do post offices only have one pen?!,3.0
i have a lot of chocolate which happened on more than a couple of occasions over the festive period i feel lethargic and mentally foggy for the next few hours,4.0
"Hi. When I was around 6 years old I started believing that there were people outside my window watching me and that there were cameras in my walls and teddies. I believed I was always being watched and monitored. Later, when I started being on the computer more in my teens, I remember my computer was tapped. I was always careful about what I would say or do because they were watching me and, in my teen years, assessing me. I knew they were watching me because I had latent powers that would one day be very significant.",1.0
i didnt feel guilty for enjoying the trip cause hayden was having a lot more fun with his grandma than he would have had at a fancy wedding and on a hour car trip,4.0
i was feeling a little frantic because the girls were supposed to be at church a half hour earlier than usual so that they could practice their number for the christmas musical,4.0
"My wife has an 11 year old half-brother (D.), and I have a question regarding something D. did this past Thanksgiving. D. was over at his fatheras house that day for the holiday. D.as father has an adult daughter who has a four year old boy. While at his fatheras house that day, D. and the 4 year old boy were playing in one of the upstairs bedrooms. Apparently, at some point, the 4 year old boy was running around naked. D. (who again, is 11 years old) decides that since this 4 year old boy got naked, he would get naked also. Eventually, the young boyas mother found D. and the 4 year old naked in the room together.",1.0
i mean no harm i just want to express my innermost thoughts and feelings so i am saddened that someone actually thinks im some obnoxious crazed ex who does nothing but to create social networking accounts so that i can freely rant on the internet,4.0
i were suppose to sit down on the netting while the sailors stand up and sail us on the choppy waters but i really wanted to feel dangerous and carefree so i told all of them to rest and sit down on the netting while i stood up and pretended to be a sailor hahaha,4.0
i can even laugh in a situation i am feeling uncomfortable and know it will carry me through but not laugh at someones misfortune as that is not true soulful love,4.0
Recently I had a meeting at work where I discovered that someone else's decisions caused me to have a heavier work load.  It was very disappointing.,3.0
"My pet budgie bird died this morning. I had him for 10 years, and used to spend a lot of time with him.",3.0
i was laughing about was the worst moment of my life something that happened in august of and something that i feel damaged me so much that i wasnt a whole person again until i started laughing now in november of,4.0
"Working for slave wages and getting screwed and exploied every day, seven days a week, is driving me nuts.  I hate it.  Why can there be any decent requestors who pay a living wage?",2.0
i were to scrawl jess across my spinach and egg salad or my leftover eggrolls i d feel as if i were implicitly saying if i could chain a savage dog to this styrofoam container then heck yeah i d do it,4.0
i realise the end of the year is nearing fast i vaguely remember some of the plans i had and feel remorseful that i never got around to doing much of it this year again and then get swamped with everything that happens pre christmas that i dont even have enough brain space to think about it,4.0
"I love the new apartment I moved into, but the only down side is I can hear traffic all night long. It's so annoying!",3.0
i can do to prepare myself or get out of that hermit feeling i m just afraid if i do start to work i will feel incredibly uncomfortable and become anti social,4.0
i continue to seek the support i need to be released back to campus i sometimes feel isolated and alone but it is so comforting to know that god is always with me and he knows me better than anyone,4.0
"So much has happened in the last month I am not quite sure where to start, but here it is. Over the Christmas period my boyfriend was slightly distant, we live together but for Christmas day he went to his parents and I went to mine. He then came to my parents on Boxing day and although we all had a lovely day I noticed he was distant. Things seemed ok after that, however before Christmas he complained of an upset stomach and had not eaten much at all the week before Christmas. We put it down to a stomach bug as there seemed to be a lot going round but he was reluctant to go to the doctor. This astomach buga, however, then continued after Christmas.",1.0
i feel isolated and literally thousands of miles away from a woman my sister whom i lived one fourth of my life with my sister whom i shared a bedroom with,4.0
Feeling a bit scared about the weekend. I have a hard time with my anxiety sometimes and I will be alone a lot this weekend.,3.0
I woke up the other day to REALLY loud knocking at my apartment door. I don't know who it was because I didn't answer the door.,3.0
i feel like its unfortunate that asw is called a comic because it means people go into the experience of reading it with the notion that it s always going to be funny and end up disappointed,4.0
i feel so miserable that i could die seungyeon i don t care about being a lady hara what an embarrasing day for me jiyoung tears are pouring now hara the sky is too bright jiyoung i can t raise my head hangul now uh yeah yeah yeah whoo now credit a href http colorcodedlyrics,4.0
i guess i had some minor signs when i really wanted that hot chocolate this morning overall i didn t feel cranky but i did want to knock my client upside the head as well as a few other people who don t do their job,4.0
i am happy with my partner and i love my kids to bit s i can t help but feel disgusted when i look in the mirror and i constantly think about calories in food and drink as i am worried if i eat i will get bigger,4.0
My brother has developed a habit of prank calling me. Occasionally it is funny but most of the time just bothersome.,3.0
My 23 year old cat is missing. I have had her since I was a little kid. She has been gone for a week.,3.0
i is still around but i have a feeling for not much longer and im hesitant to get him a new friend to flare at most especially since the pet store hasnt had a good influx of fish recently,4.0
i am always ready to share my daily miseries with the world wide web and that is not about to change but having a day that left me feeling as defeated as yesterday has made today feel like a breeze,4.0
A  I have been dating this girl for about 6 months. Sheas been going through a divorce. He was abusive and a drug addict and thatas why she left. They were only married for less than a year before she decided she wanted a divorce.,1.0
"It was my birthday and i just knew my dad was gonna get me a car for my 16th. I couldnt believe it when he got me a mercedes.  what a piece of crap, I wanted a Mclaren",3.0
I'm planning a birthday party for my mom and she lives in another state. So I'm using a caterer that lives near her and banking on them doing a good job.,3.0
im glad i finished the race in an acceptable amount of time but i also feel foolish for not training i know i couldve seriously injured myself for not prepping properly,4.0
"Hi, I am living in Denmark, I found your website, very interesting about ADHD and, I have a question about medication, which I would to have some advice about. And sorry if my message is a bit long.",1.0
"Recently, my momas gotten into a bit of a saddened state. You see, she loves acting, but everything going on in her life has restricted her from doing anything close to it. The city we live in has no interest or location specifically for acting and her job leaves her no time to do any kind of acting if any possibility arises. She and my step-dad run a wedding photography business. For the sake of privacy I wonat give any more details than that.",1.0
I was so scared to go to sleep at night when I was a kid. Always thought monsters were under my bed.,3.0
I have so much to clean and get ready before summer ends! It's making me a bit nervous as there is so much to do and so little time!,3.0
i have bombarded it with manuka honey and lemon and tons of fruit to keep my vitamin c in take high or whether the feeling of heaviness and shaky limbs is a bad attack of m,4.0
"I started to believe I have superpowers to cause deaths, which I strongly believe until now. Itas like I can cause while just being in my room something terrible to happen in other corners of the world (earthquakes, heart attacks, shootings) etc. Then I started to believe I can controle electronics across the globe and someone told me that I really turned off their lights in room, then I tried to test it on other people they said that I canat turn their lights off, however that one person I still Iam confused if they were lying or not and Iam very convinced they are not and that I have superpowers and it causes me a distress knowing that I indeed caused terrible things using these powers. I also canat go for a walk, I believe people are being hostile and everyone know who I am.",1.0
i just have to type it down because apparently some certain people are very very talented in making other people feel annoyed and by that i mean really annoyed and irritated mad and frustrated i want to reward them with a cheerful energetic high five right on their face with a frying pan,4.0
I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,2.0
I have a small party at my house last night and didn't invite my best friend.  Now I feel bad about it.,3.0
My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game. He's so unthoughtful,3.0
My girlfriend who has my best friend for 2 years and I decided to move into a relationship. She an introvert INFJ. We have both been in love since we both met but never acted on it. On my first visit I discovered she was lying about communication with a male friend who she had a one-night stand with last summer.,1.0
i was very curt with her and then i felt terrible for far too long because i was worried about her feeling awful and self destructive which i know is a way she feels when she thinks someone s mad at her,4.0
"My hallucinations started out as just whispers in my head and simple things like light touches on my body but now theyave gotten worse. Instead of a whisper, I hear a loud voice talking outside me. Instead of a light touch from some disembodied hand, I feel someoneas entire body wrapped around mine. These two now appear together instead of separately like they did before, so it feels like there are real people surrounding me that I canat see and canat get away from. Itas getting really difficult to deal with and it isnat easy for me to get help, especially medication, due to my familyas finances, so is there any way for me to deal with them in the moment? These weird invisible people are really overwhelming me and are making it so I canat focus at all in class. How do I cope with them when theyare around, or better yet, get them to leave me alone?",1.0
i had gotten my hopes up when my mom said we would be moving back there i told all my friends that i would be moving back but now i feel soo humiliated because now i have to tell them that i wont be moving back,4.0
"Maybe wejlkdjfalkdfjcmk. I hope that makes sense. My brain is being weird now so this is difficult to. Daydreaming a lot and weird dreams all of the time, and figures in the dark and cool spots, like ghosts, noises. I get really scared. I just spaced and canat really continue this. Im sorry again. Oh. But i have trouble concentrating, i didnt used to. And remembering things. I really dont ever feel like doing the things Im suppose to or should do.",1.0
Scary symptoms i need to know whats wrong with me i fear SchizophreniaaI smoked very strong Marijuana (hydro) at the start of the semester (2 months ago.) i had only smoked milder forms before that and not very much or often.,1.0
i return from a holiday by the sea i always find my home to feel a little boring a little dull and not quite as cheerful as i imagined it had been the week before,4.0
"I'm currently not where I want to be in life, I'm broke, I'm unemployed, and I don't know if I have any future ahead of me.",3.0
i feel uptight is it any wonder i dont know whats right sometimes its hard to know where i stand its hard to know where i am well maybe its a puzzle i dont understand,4.0
i feel like i would just get frustrated at not being able to find another dog that was the same as she was and i also realized that i didnt want to,4.0
i find myself getting irrationally annoyed with man strangers on a bus i have very conflicting feelings about my frustration and then i get all confused tired hungry and basically just take it out on some male co worker for no reason at some point during the day,4.0
My family went on a vacation without me because I had to study for final exams. I have to stay home by myself which feels a bit like I am living in exile.,3.0
"I am a female, and I have been having an ongoing affair for the past 10 years. I am married, he is married. We met about 12 years ago. I would have ended up with him had I not gotten pregnant with my son. I had left my husband for him, but then after finding out I was pregnant, went back to my husband. My question now is that since we are both miserable, we want to leave our spouses, we know what we are doing is wrong, but there are children involved same ages 2 boys 7 and 2 girls 5. I have tried to tell my husband that I am unhappy but he wonat hear it and thinks we can make it over this so called ahumpaawe have done counseling together and separately. My husband is very co-dependent, I am not. I just donat know how to do this and it is consuming my life and starting to drive me crazy!! Any advice will be greatly appreciated!",1.0
i do have my health and my gorgeous husband and most fantastic children which i am always grateful for and at this point i feel very ungrateful for feeling unsettled and down in the dumps,4.0
"My children are in bed fast asleep, and no one wants to talk to me. I check my social media accounts and everyone is having fun with their loved ones except me. I am afraid to message someone because I do not want them to know the sad truth of night/life.",3.0
i told my husband as he was making his breakfast shake and i was feeling bitchy irritated at every move he made that i needed to go into work late,4.0
i had come to develop abit of a resentment towards the bible and especially against the phrase fear god as i think fear and god cannot exist in the same realm other than if you have no contact with god within you will feel very fearful,4.0
I told my best friend of 12 years goodbye a couple days ago because I donat see the need to have friends. I have no desire to be around her or anyone else. She was one of my last friends to go and I couldnat care less.,1.0
i just happen to like to do it at my own time own pace and of course enter shops that i want to enter without feeling burdened by the fact that you may be bored in there even though i m not,4.0
ive been aware of new years resolutions and while the phrase new year new me has been a prominent phrase to express optimism in change i feel that recently it has become nothing more than the receiving end of sarcastic wit and often the phrase remembered alongside rolling eyes and sighs,4.0
My ex husbands GF is changing the way I parent my children. She has been trying to force them to change their diet and trying to make them more mature than they are. My girls are ages 11 and 13. She has a 14 yr old daughter who dresses and acts much older. She has been telling my daughters they need to shave their legs and bought them stuff to do it and then showed them how. She has been interfering and I have concerns this will give conflicting ideas to my daughters.,1.0
i feel like a horrible rotten person for thinking that this is the most isolating thing a woman can go through and some days being tough is not an option,4.0
i still appeared to carry high and had never been checked for dilation which i actually preferred since i felt if there was nothing happening it would make me feel discouraged,4.0
I went out to get the mail and there was a snake right up against the house. I was freaked out.,3.0
"I was at a basketball game, although there were so many people. My partner could not make it so it was not fun",3.0
"Should I leave abroad to work or go back home? Iam 28, a freelancer for two years in media/photography/journalism with expertise of nearly a decade in the field. I have never lived abroad because I always found work at home or excuses not to leave my home town, but I am part torn apart because I realize and understand my opportunities to grow as an individual and earn the money that could secure me a better life are not necessarily bound to my country.",1.0
"Iam 23 years old, Iam finishing my studies, and Iave been in a relationship for 2 years. My parents never wanted to know him cause he isnat the looking good type, that they imagined to me (cause he is bald, without status and money). However heas a nice independent man (he got his own house and car) with 28 years old, I love him, he is very honest and kind to me. He always treated me well and despite my parentas attempts to separate us.",1.0
My girlfriend at the time was so much less passionate with me than she was with one of her male friends. It made me so envious. ,3.0
I have a really good friend that is just the sweetest person.  But she lives in basically a mansion and that's hard sometimes.,3.0
"I hope you can help me a little. Iam struggling to deal with my boyfriendas past relationships and infidelities and I feel like itas destroying what was a great relationship. We have been together for a year and a half, we have lived together for a year and for the past 5 months I have lived with him in his native Germany. I am 33 and he is 38.",1.0
i recently did an activity in our university christian union cu where we looked at the fears and reasons we have that make us feel apprehensive about talking about our faith and god s love for us to those who do not know the lord,4.0
i sometimes feel disappointed when i go to a banquet that has assigned seats and discover that i have been assigned to the table at the back of the room,4.0
i did not want to face them again i wanted to quit my job and stay in mexico instead i felt so anti american at the time and i hated feeling like that and hated that they made me feel like that too,4.0
I am dissatisfied with life. My sister went out with my crush in Jan. My mom didnt let me go to Summer School with my friends. And now none of my best friends are here to celebrate my 21st Birthday. This all has upset me a lot this days. Hence I just choke whenever I think about it.,1.0
My husband and I have been together for 14 years. But through out these years we have separated numerous times. But when we officially got married my husband still cheated on me with numerous women. I left and divorced him. We got back together 5 years later and it just seems like hell.,1.0
I am upset that I have been used for so long. After you get out of a situation you realize how bad it was.,3.0
i feel really bitchy and pathetic saying this but i said it to ronni and it felt like the in the words of steven colbert truthiest thing i had said in quite some time,4.0
i feel alot of times women shy away from friendships with other women that are more attractive or more successful than they are because they tend to make them feel less than,4.0
i also think that im not gona write here anything about my personal life and feelings let this just stay in my messy head and my half broken heart no matter how bad this doesnt sound,4.0
i feel so drained and my strenght is all gone i cling to the rock and with faith i hold on the lord is the only one on whom i depend he is my savior my breath life and friend and some day soon in the twinkle of an eye hell come to take me to heaven for all time,4.0
im feeling somewhat so shitty now midterms are coming and i have no idea if ill pull through i got back my first pe results and although i thought i was already mentally prepared for the results i actually wasnt,4.0
"Thoughts wonat shut up, devouring soul, frightened to death. I NEED HELP! I REALLY NEED HELP, I DONaT KNOW WHAT TO DO WITH MYSELF ANYMORE! I canat sleep. It goes on in cycles, longest insomnia has lasted is 7 days. People keep talking about me. They keep wanting to hurt me. They say cold, mean things and they JUDGE ME. I canat pay attention. Words mix up, sometimes I donat understand what people are saying, almost like they are speaking in a foreign language. A LOT OF TIMES PEOPLE DONaT UNDERSTAND WHAT I AM SAYING!!!! He used to touch me. It freaks me out because I keep seeing and feeling the emotion I pushed away. My psychiatrist is going to re-test me. Sheas worried Iam hearing things. STRANGE VISIONS. I see stars in the room and they are smiling at me. Once I saw everything tell me to die and I kept saying egg salad. I feel like crying because I DONaT KNOW WHO I AM. I DONaT KNOW WHO YOU ARE. I DONaT KNOW WHO HE IS. I DONaT KNOW WHO SHE IS.",1.0
i understand it s how they make a living and i m not trying to be snob i just don t like that feeling of being rushed and pressured everywhere i go,4.0
im grateful for the endowment of critical thinking skills but reading multiple different essays every week and then just moving on makes it feel like im going through the grind doing it all as a means to some uncertain end when i want to be doing it for its own sake,4.0
,
i know that even the characters on the show see it as shocking and unfair but from a storytelling perspective i feel like they did it just to give jimmy a reason to straighten out and to bring jimmy and karen back together which is shitty,4.0
"I went to a baby shower for my friend the other day, only to realize I bought a present for a baby boy and not a baby girl! I couldn't believe how stupid I felt.",3.0
i find is that shame around money and guilt around being worthy of money or having money or having more money than other people guilt around wanting more money feeling that that means you re greedy,4.0
"Iam going to be seventeen in a few months, and I have been dealing with mental issues for years now. I battled self-harm, suicidal tendencies, hatred and severe aggression towards myself and everyone else, etc. for years. My parents are unaware of that because I never wanted to burden them with personal issues, partially because I believe theyad most likely just tell me I was being too dramatic. As a minor, I had no way of getting professional help so I did the best I could at trying to help myself. Through lots of hard work and patience, I managed to get self-harm and suicidal thoughts under control (although I do slip up sometimes) and I became a much more positive person, but I still donat feel like itas arighta? I donat feel normal; I believe happy people donat feel this way. I feel like I may have just gotten good at faking the positive attitude because it feels so artificial at timesait takes very little for me to start feeling extremely miserable and hopeless. Am I overreacting or should I seek help?",1.0
"Hi, Iam 14 years old and in the 8th grade. I came here because my anger has been really overwhelming me and causing problems. Like usually when Iam angry I think about hurting these people in horrible ways or hurting myself sometimes even and this scares me a lot. Iave even thought about killing someone and planned it out in my head and this is terrifying to me? I mean its something Iad never actually do like I couldnat probably bring myself to do it because I am not a violent person whatsoever, but i definitely think it. I think maybe itas because Iam young or if thereas another possible problem I really want to know. Iave told my mom sometimes I think violent things when Iam really angry, but I never elaborated off that. Iam scared sheall send me to some mental institution or something. I just want to stop thinking like this. Iam scared that one day I just might act on it.",1.0
i am feeling quite disorganised and distracted and i wish i could answer some of the questions i seem to be unable to block out or forget or answer with logical answers uuuugh,4.0
i feel sometimes like i had a boring day compared to someone else or that my relationship isnt as good as it should be because someone else has a better relationship,4.0
"I slept in until almost noon. I never sleep that late, it was very surprising to me.",2.0
"I am an introvert. I have known this for a couple years. I had no problem with it, until what happened at school the other day. My class had to take a personality test. Of course I got introvert. When we were standing in line to showA our school counselor, a girl standing behind me saw that I was an introvert. She immediately said aAw, youare an introverta. I just kind of nodded. When I got to my seat, I saw that I was the only person in my class who was an introvert. It is really hard to be an introvert in high school. My friends donat realize why it is so important for me to have time by myself. I also hate it when we have to give a presentation for class. I have to give one next week and I am DREADING it. I love the topic, but I get so nervous when I have to speak in front of the class. Why does it seem that nobody gets why I would rather write a report or read than stand up in front of my class?",1.0
"A bit of background about me just in case it is a contributing factor. I donat really eat healthy, I have trouble trusting people (there isnat anyone I trust fully in the entire world) and I donat get along well with my family.",1.0
I have a nevus that has change shape. I am little bit afraid of it could be. I will see the doctor tomorrow.,3.0
"So my boyfriend and me have been dating for more than 3 years now and we havenat been truly & deeply happy for about 2 years of it now. After the 2nd year, we started to break up then make up and repeat over and over and over again. We would fight almost everyday and he would always lie to me and never gave me the love and support that I really needed. It even got to the point where I would have to ask him to show me that he loves me and appreciates me and all the stuff that a boyfriend should already do for his girlfriend. Let me start from where I come from and who I am.",1.0
i didn t anticipate was that people would go out of their way to provide foods i could have making me feel guilty about not eating them even if i wasn t hungry,4.0
My friend got a huge scholarship when he barely passed the PSAT. I was quite jealous that I was unable to do the same thing.,3.0
I am looking for a job in a new career field and ding self employed task work in the meantime both did not go well yesterday and created a frustrating experience,2.0
i think a lot of women experience a combination of these struggles i have cycled through putting questions on the shelf having them come up again and feeling deeply troubled resolving them to some extent and then putting them on the shelf again until the cycle starts over,4.0
I have a big certification test coming up for my new job. I have been studying for hours but still feel unprepared. I am worried I will bomb it.,3.0
"Since I was younger, my mother always got caught being on a call with other men, even before she and my dad got divorced about 5 years ago. Now sheas the only one who pays our bills, being the single mother. After she got divorced with her second husband, she started to become the old her, receiving calls from married men, having a date with them. Maybe because of her, Iave always being skeptical about marriage, thinking if all men will cheatathere will be no point of being married.",1.0
"I clogged the toilet at work yesterday. I had to take a huge dump and there was nothing to do about it. The toilet couldn't handle it. I couldn't fix it, either. So, I just quietly whisked away. I feel bad for the janitor that has to deal with it.",3.0
I've owned 3 birds in the past 10 years and my 3rd bird just died last night. I didn't realize how much it would crush me. They were my buddies.,3.0
"Hi, Recently Iave been dealing with intrusive thoughts and anxiety, but this is another matter. However, one thing giving tremendous guilt is that Iave recently remembered some thoughts I had during puberty. During this time when I was probably around 13 or 14, I was very horny all of the time. I would get turned on by almost any female. What is giving me guilt is that there were a few occasions that even my mom turned me on a couple times! I felt guilty about it at the time, but it wasnat that bad. I would masterbate to stop feeling so horny all of the time. I got over it though and havenat been like that since then.",1.0
"Every time I meet a girl on Tinder and she starts to like me, things go bad. She just finds a better looking guy and drops me.",3.0
i feel nervous wondering if we ll be getting another damaging storm then of course there are days when just i look up at the sky and think about god heaven loved ones who have already passed away and loved ones who will pass away in the future,4.0
i personally still feel somewhat troubled by the expense because i ll be honest and say i cant quite see how it s justified ie where the money goes but i m willing to trust the judgement of all those mums and dads who ve decided this is a path to take to help their kids,4.0
I sent in my short fiction for a competition too close to the deadline. I'm not sure if it'll make it on time.,3.0
"I haven't seen my girlfriend in a week, I'm feeling pretty alone at the moment. I need some quality time.",3.0
i am feeling more sentimental than normal and normal as we all know is still ten times more emotional awkward than the average bear because today is september th and i am not in new york,4.0
im supposed to pass on the tag to other recipients but im feeling a bit rebellious and generous so if youre reading this and want to participate consider yourself tagged and feel free to link to this post if you wish,4.0
"There are times where I feel completely fine emotionally, but Iall find myself thinking aI hate my lifea or aIam a worthless pice of crapa or something else along those lines. It doesnat make any sense. As soon as I think something like that my immediate reaction is to think/say to myself awhat are you talking about, no you donat/arenat.a",1.0
i definitely will not feel deprived if my future husband doesn t cook fyi i was just stirring the pot i do hope that my husband will at least like to grill out or he will enjoy cooking with me as we learn to cook together,4.0
i can understand that keshi feels threatened by the possibility of sacking and back stabbing but my comments should not be seen as coming from a possible successor unless one is desperate which i thank god i am not,4.0
coped pulled me over for going 90 in a 65 and i thought i was going to lose my license and maybe get arrested.,3.0
ill be off now sorry to load on you world but i am feeling so shitty right now and i want to scream in anger at the damage that i got amp amp,4.0
" Hello, I just found out that my boyfriend, who I thought I had a serious relationship with, for almost 11 months cheated on me a 1 month ago with a friend of mine from work who was also in a relationship and I knew her boyfriend. We all work together and she texted me 6 days ago what happened. Since we work together, my boyfriend and I have spent almost every day together. When we first started dating, I was applying for PA school all over the country and he knew of the possibility of me moving to another state but we continued. I was accepted to PA school in NY a few months ago and we were going back in forth about him moving with me eventually to NY. I went to NY for 4 days, 1 month ago to visit some friends and on the last night before I returned, he went out with my friend, slept with her, she left his apartment in the morning then he came to pick me up at the airport 2 hours later saying I missed you and love you!",1.0
i feel like my wardrobe is a bit boring because i dont have alot of new items but the fact of the matter is i dont have a huge clothing budget so remixing is essential,4.0
"I have been having this aproblema for a while. Initially I didnA t think it was bad, I just thought it was part of my personality. However, I have seen, for a few years, that it is an obstacle. I donA t seem to understand feelings. I know, in theory, what they are, but when i have to interpret them or understand why they are happening, I get confused and frustrated. I have emotions and feelings, that much I know. I usually see the world in a more logical manner, as much as possible, but i canat run from feelings and when an emotional situation occurs (with me or others) i try to put it together but itas too complex for me, which I think itas odd because other people around me comprehend them so easily. For example, I know how anger, happiness, etc, looks like, but in a real-life situation, I canat understand them or why people express them with such ease. Maybe itas a skill that I should have learned when I was a kid? Should I tell someone? (from Portugal)",1.0
"Today has been a hard day! Partner is away at therapy for?? Goodness knows when..and he was a bit cranky yesterday, so that makes me feel even more alone.",3.0
