Context,Unnamed: 1,label
"Whether it's to a guy or girl, I always feel insecure talking, and I am afraid of embarrassing myself and not being good enough. Even when I am walking, I worry about my appearance and facial expression and such.",,0
"My roommate has had a drinking problem for a while. She goes out, gets trashed, and then expects everyone to take care of her. The next morning, she apologizes constantly until she feels validated. She also thinks everyone hates her all the time. You hate me. Tell me you love me,"" and I feel like I have to pity her because she has also been suicidal before.",,0
"I always feel the need to impress people, whether it's my family, the people at school, or just random people. I know that no matter what I do or how I change, there will always be some people who hate me.",,0
"I feel like I was born in the wrong body I feel like I should be a girl not a boy
 Ever since I was young, I have wanted to be a girl. I felt like what I was wasnat me. I want to know what I can do about it. My family is against transgender people and don't want anything to do with them. I want to be ame.a I feel as if I'll be happy then. I don't look in mirrors, and I don't like my reflection. Recently, I have been taking things to help even though they were not prescribed. I know I should have this handled by a professional.",,0
"I am in my mid 30s. I feel I have used only 5% of my potential. I am in film making, but everything is stuck. I've never had a serious relationship. I had worthless jobs. I do a lot of meditation to try to fix it.",,0
"I constantly feel like everyone is up against me and trying their best to shut me down. It's ruining my mood and even my whole self. I have trouble sleeping, and I keep having sleep paralysis while dreaming of others mocking and judging me.",,0
I feel like I'm trying to convince myself that I'm okay when I'm not. I'm always blocking out the bad things and forgetting. I also feel like nobody cares for me and they never will. I feel truly alone.,,0
"I feel so irritated and frustrated because of it. I get so angry to the point that I feel like I'm going to explode. I feel pathetic, stupid, and worthless. I just can't take this anymore.",,0
"I have been in a relationship with my boyfriend for about six years now. In the past, our relationship was difficult and frustrating. We argued a lot, and due to that, there was a lot of tension between us. We stayed together because we love each other and wanted to make it work. I used to party a lot, and several times I got into situations where I would end up kissing someone else. These situations were never more than just kissing. I have come clean about these situations with my boyfriend, and he decided to forgive and move forward with me. I love him so much and want to work things out too, but I'm having a difficult time understanding how he can forgive me. I can't seem to forgive myself. I'm overwhelmed with feelings of guilt and unworthiness.",,0
"When I'm not cutting, I'm drinking. When I try healthy outlets such as exercise, I end up running myself down into an asthma attack. From weapons, to words, I can't help but self harm. I don't know how else to cope or motivate myself without pain.",,0
"I'm in my late 20s, and I've never had a boyfriend or even been on a date. I have no friends. I hate Facebook because everyone else has kids and a great husband and great paying jobs. I work in retail, and I can't find a job. I have an Associate degree. No one is not giving me a chance, and I'm getting upset and frustrated. I feel worthless and feel like everyone hates me. I feel like a failure, and I still live with my Dad. It's very embarrassing!",,0
"It's been almost a year since my ex-boyfriend broke up with me after he cheated on me many times. I had found out about a month before, but I hadn't told him I knew because I didn't want us to break up. I used to have very low self-esteem, and I think it might have to do with my dad being an alcoholic. My father cheated on my mother when I was little. I wonder if this pain has to do with that. My ex-boyfriend and I were only dating for five months, but I still can't get over this betrayal. He helped me financially after our break up by lending me $3000, so I'm grateful for that. I still hate him for what he did and still want him to like me although we're not even talking anymore. We follow each other on Instagram and that's it. I feel like I still need his validation. This is haunting me day and night. I want to focus on my new relationship and goals, but I keep obsessing over this and keep checking my ex-boyfriend's Instagram and Facebook. I feel so bad and keep having nightmares.",,0
"I'm in my early 20s. Iave been married once, and he cheated on me. Ever since then, I've felt ugly no matter what. I'm engaged, and I still feel ugly. I don't like to take pictures of myself.",,0
"I'm scared that I am with this man so I won't be alone. He should be with somebody who deserves him if this is the case, and I donat want to hurt him.",,0
"Everyone around me is much smarter and flaunts it. Everyone around me is skinny, and here I am trying to throw up so I'm not fat. Everything I do is wrong, and I can't seem to do anything right! No one else at school seems to feel the way I do! I don't think these feelings are normal.",,0
"About 5 months ago my ex left without fully explaining why. For me it seemed out of the blue. I don't miss her as much as I used to but I just don't trust people anymore, not even my friends who I have known since my childhood not even my family. I'm so terrified of being judged or dismissed. Instead of acting like someone else or putting on a mask of a personality, I've just shut down. I haven't felt that sense of comfort and happiness with myself since everything fell apart. I'm scared to because I don't want it to be taken away from me again. I feel like ever lesson I learn only last a day. I just don't know what to do. I'm working at a place I know I should enjoy. I'm keeping up with my creative passions: working out, eating healthy, etc. I'm doing everything the books say I should do, but I don't feel any different. I just don't know what to do.",,0
"My husband and I are separated and he doesn't even want to talk to me. He says he doesn't love me anymore, but I would do anything to get him back.",,0
"A year ago, the love of my life left me and never looked back. Our son was two months old at the time and it broke my heart. I miss her so much and can't seem to get over being so heartbroken.",,0
"I got married in 2014. I have a two year old son. His mom and I decided to separate due to my infidelities. We've tried to reconcile our differences but it never works out. Since we've been separated, I've dated someone, and we are expecting a baby girl. The current woman whom I'm dating has been telling me for months to break up with her, but it's hard because I actually love her.",,0
"I know that I need to get past my feelings for this person I fell in love with, but t's so difficult to move on because he showed me feelings I've never felt before. I feel like I don't want to be without my genuine love for him, but logically, I know I need to be without him. I can't discuss this with anybody in my life because the conditions surrounding our love are considered ""wrong"" by a lot of people.",,0
"I got engaged, and everything was going well. Things went downhill at some point, and I broke off the engagement due to an opportunity to go to college. After that, I found out she had been cheating on me. I think about her all the time now, and we have been communicating on and off, but my friends/family don't know.",,0
"He was in love with someone years ago, and he still thinks about her time to time. He said, and I quote, ""That relationship is definitely over. I love you, but that girl will always be in my mind."" It just didn't feel like he appreciated all the things I've done to make him happy.",,0
"My spouse decided he no longer wanted me six years ago. Things have deteriorated so badly that we have separated but still live in the same house. He says he despises the sight of me, wants to be with other women, and divorce. What I don't understand is that he says constantly that I have no feelings for him and gets absurdly jealous if I speak to another male. I might add he has been diagnosed with borderline personality disorder and as a narcissist.",,0
My husband and I are separated. He says he needs some time apart. He says he needs to get back the ain lovea part of a relationship but doesnat want to lose me.,,0
"After my fiancA cheated on me because of a miscommunication, I pulled myself away from him. Now he says all he wants is be with me. I'm pushing him away mentally now because he cheated on me again. I make plans with him that I don't keep. I really do love him still and I care about him.",,0
"I recently went through a divorce. My ex-husband called my sister saying bad things about me. My sister never defended me. Now that I showed the truth, she's shutting me up and saying she doesn't care about the fight.",,0
"She said she needed space after three days of dating, and she got a boyfriend a week later. I still really miss her, and she told me she still likes me.",,0
"My ex-girlfriend says she's bored and wants to experience life single. I treated her really badly and caused meaningless fights when she didn't do anything, I feel remorseful, and I'm willing to do whatever it takes to get her back. She's unhappy. When I called her, she was crying and said she will text me when she's ready.",,0
"I was in a relationship with a woman for four years. We both made mistakes, but I do love her. She has moved in with another lady. I think she is just cheating on me to make me miss her.",,0
"Ive been in an on an off relationship with a this man for almost 3 years. Even though I care about him, he continues to hurt me. He and his wife were separated when we met. Now he's going through a really difficult divorce from her and is taking it really hard. I want to end this relationship, but I don't feel like I can.",,0
"I was in a relationship for almost five years. We were friends for a few years before we got into a relationship. He was a caring, friendly, and charming guy up until three and a half years in. He started controlling me: who I hung out with, where I was at all times, and he had a huge hissy fit if I tried to ask him the same questions. All that time, he just liked me as a friend and was cheating on me with my so-called friends. At the end, he was a nasty and narcissistic person. Now itas hard to be social.",,0
"My husband told me last year he never loved me and should have never married me. He's been talking about divorce, but he hasn't filed. Now he has a girlfriend and he abandoned me and his kids. He has no financial help, and he has been out of the home for four months. He became very angry and mean. He says it's all my fault, and that we're not compatible.",,0
"My husband used a lot of negative words to hurt me, and I moved out. He is seeing a counselor and wants another chance to make things right. I'm not sure if I trust that he will not go back to his old ways.",,0
"My ex-boyfriend boyfriend and I lived together. He had a two year affair with a girl and had three pregnancies with her. One was an abortion, another was a miscarriage, and then she had the third baby. They are not together, but he continues to contact me and wants me back. He has nothing to offer me.",,0
"My husband and I got into a huge dispute. He said he wanted a divorce, and I left. I still come home a lot and see my kids, and he has not filed yet even though he still said he is.",,0
My wife just last week said she wants a divorce and it's all sudden. I understand that marriages have their ups and downs but I don't understand why she can't tell me why she wants a divorce.,,0
"I am going through a divorce from a narcissistic sociopath who left me for another woman after mentally and emotionally abusing me for 11 years. I have moved to a different state and after giving up my successful business am working as a server at a restaurant. Iam coping as best as I can. I am astounded at his cruelty and how much he doesn't care, as well as most other people in my life. I feel like I don't exist to anyone anymore as there is no contact from anyone who I thought cared about me. My brother just said no to lending me a few hundred dollars for me to live on. I am losing faith in humanity itself.",,0
"I am conflicted with this guy I work with. He is a coworker and close friend whom I've had a crush on since meeting him four years ago. We made out once after years of flirting. I was hoping for more, but nothing happened. I distanced myself a lot after.",,0
I believe it is wrong for men to look at inappropriate content. The father of my child has agreed to respect my beliefs. His co-worker sent him an inappropriate video. He got mad because he does not think he should tell his friend to not send him things like that.,,0
"My boss took over some work I'd begun. Concerned that she had doubts about my work, i asked her for feedback. I assured her that I did my utmost for customer service, and asked if I was deficient. She then said this was me being co-dependent.",,0
"I am in a high stress position for a tech company. I am being overworked and underpaid for my contributions and it is not only giving me anxiety, but also demoralizing.",,0
"I've been suppressing it for quite some time, but there are days when I can't make eye contact with her. I think she knows, and we both admitted there was some type of vibe, but the overall discussion was vague. I think she could possibly be dating someone that works with us. It's driving me crazy. As an act of expression, I have purchased a gift for her that's personalized. I haven't given it to her yet.",,0
"My wife is always accusing me of cheating and telling me that I'm doing things she finds disrespectful even when I don't mean it like that. For example, she gets offended when I call someone at work ""sweetheart."" I wish I had a penny for every time she accused me of cheating on her. She doesn't, and never will say she was wrong.",,0
"I'm a teenager, and I just got my first job. I am a month and a half in. Yesterday, my boss pushed me to the point where I had to go to the restroom and cry. She didn't see me, and I'm glad, but when I went to talk to her about it today, I let a tear or two come out. I hate it. I feel like they're not going to keep me anymore.",,0
"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progressed to making out. We agreed to keep it quiet, and we did, but in the back of my mind, I hoped it would become something more. It didn't, and three months later, I'm still not over it. I'm trying so hard to maintain the friendship because that's what he wants. We're no longer in the same office, which I thought would help me get over these feelings, but we still talk about work, and he's constantly touching me, so I'm still very drawn to him. He's a hugger and such a sweet guy, so I find myself fantasizing all the time about what could have been and what could still be, but he's clearly not interested. He's younger than me and prefers model types, but I see him checking me out a lot, which gives me hope.",,0
"My fiancA and I come from a strong Christian background but both went off the ""straight and narrow"" once before. He is having a hard time accepting my past, especially that I'm not a virgin. He has a hard time in general accepting himself and others. His insecurities are hurting our relationship.",,0
There are issues from my past that have me very heavily burdened in my heart. I've been torn for so many years and I need help so I can move on with my life. I experienced trauma when I was 8 years old and I did come out about it until I was 40. Now I know this is what's holding me back on my happiness. I've met a very loving and caring man but because I'm holding on to these things from my past Iam pushing him away.,,0
"At a friend's house, we had some drinks and watched some television. He got up and went to bed. I felt sick. He came out to see if I was okay, and I said no. I said I wanted to go home, and he told me to come lay down. As I laid down on the bed, he started touching me. A friend called me, then I able to leave.",,0
"I was the one who ended it, and I'm so glad I did. It was the best decision I made in my life. It is creating a wall in my current relationship.",,0
"I was a victim of an incident. I've been made fun of and have been beating myself up for it because I don't feel anyone honestly believes me. There are so many other factors I deal with on a daily basis. I ignore my problems when I'm with my friends, but itas scary when Iam alone.",,0
"I'm fine when we start becoming intimate, but out of nowhere, I will get a flashback of what happened to me in the past. I start hysterically crying and freaking out when my boyfriend obviously has done nothing to hurt me.",,0
"As a child, my parents injured my brother, so they went to prison. I was there when he had gotten hurt, but I can't seem to remember. I also can't remember being with them quite well. It's a blur.",,0
"My suppose-to-be father told me to go find my real dad. We haven't been getting along since I was a teenager. If I said one thing that he thought was wrong, I always got degraded. He never said aI love you.a He never gave us hugs. Heas always called me horrible names. I feel he's an evil man with no feelings.",,0
"An organization admitted to implanting thoughts in my head with technologies. The study was to implant a fantasy other people are having, but to me, it's a nightmare. I lost my kids, my job, and all that. I was an unwilling participant. I no longer trust a therapist. I'm too afraid to go under hypnosis or anything.",,0
"My friendas husband is bipolar and refuses to take medication for it. He has taken the wheels off her vehicle before to prevent her from leaving. He has held her a prisoner in her home. He has choked her, hit her, etc. She has almost divorced him a couple of times but always makes up with him, thinking that he is going to change. She and I went to a wedding out of town in September of 2014, and ever since she has been back, he is convinced that she cheated on him while we were gone. Now he is saying that I have also cheated on my boyfriend and has come to my house and told my boyfriend this.",,0
"I have an emotionally abusive relationship. We have been together for a year and a half. He got out of prison exactly a year ago and a half ago, and we have a infant. I love my boyfriend, and I don't want to leave without fighting for this first. He's an emotionally disconnected person. We never say aI love youa to each other. Every fight is worse than the last one, and I don't know what to do. He doesn't let me speak because he's louder than me, and that makes me feel frustrated. I have another problem: English is my second language. I pay half of the bills, and every time I want to speak to him, he kicks me out of the house. He apologizes sometimes. I feel like I'm the only one fighting for this. He agreed to have counseling.",,0
"My kidas dad and I broke up two years ago. He still wants me back, and I just started to fall for him again. But our kids are with Child Protective Services: thatas why we broke up. He started to talk to other women, and he put his hands on me.",,0
"I am a survivor of domestic violence from a past relationship. Even after seven years, I still have horrible nightmares. I wake up in sweat, and the dreams feel so real.",,0
"My husband and I have been together for seven years now. I will be honest: I have a problem lying to him about stupid stuff. I recently stupidly lied to my husband about an accident because I was afraid to tell him what happened. Ever since then, he gives me the cold shoulder. He gets so mad and ignores me for days. He's really verbally and emotionally abusive. He tells me all the bad things about me and calls me awful names. I'm tired of crying, but we have a toddler together.",,0
"I have anger issues that have worsened over the years because Iave never dealt with my emotions. My anger has never been expressed physically until the past year. My girlfriend has had to endure these episodes. I love her, and I think Iam about to lose her, if I already havenat. I throw things at her when Iam angry, and sometimes I hit her. I may not hit her enough to cause harm, but I still physically lash out at her. I donat want to lose her, and I donat want the situation to worsen. I am a lesbian in my early 30s, and I have been dealing with anger since my childhood. I'm ready to change. I need help now. I'm about to explode.",,0
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything. Iam always there when he needs my help. He tells me although I help him doesnat mean that I am a good person. He always discredits me as a woman and itas hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.",,0
My roommate is a unapologetic person who doesn't care who she hurts. She never apologizes to me or my family. She made me lose my temper today to the point where I was using swear words in front of my mom and brother.,,0
"Any time things get heated, the past gets brought up. I raise my voice at her to try to get a point across. She asks open-ended questions but always has to turn my own answer against me. She's seven months pregnant. I have drank in the past, but I'm not dependent on alcoholaI only drink at social events.",,0
"When I got home, my boyfriend and I got into an argument. He got upset and he started hitting his face. That is the first time he has ever done that, but I would be lying if I said that didn't scare me. I locked myself in the room.",,0
"My son claims that hes been having extremely violent thoughts and dreams. Not violent like he's hurting someone, but violent thoughts like horrible things happening to his loved ones. He explained one of his dreams the other day and it was so violent it was sickening. It was far beyond anything in a horror movie, he says he can't help these thoughts they just pop up. Please help!",,0
"I been having anger problems a lot lately. It only takes one word wrongly said to set me off. I use to not be like this until I got with my soon-to-be husband. I think his mood and rage/anger problems have rubbed off on me a lot. I don't get nearly as bad as he does, but I yell almost constantly and I can't seem to just stop. I have two young babies that have to hear this, and I don't want my girls growing up with a mommy like I have been lately. I just don't know how to get back to my old self.",,0
"I have not been able to really sleep. I stay up all times of the night not even knowing why. Every day, I feel like I have anger inside of me. I have a little family, but I can't open up to them like I want to. I have a son, and I feel that I take my anger out on him by screaming at him.",,0
"My issue isn't resisting angry urges; it's the anger itself. My rage is extreme and vastly disproportionate to the direct stressor. It causes violent thoughts, but I never act. I stay lucid enough to know the rage is violent, not me. I don't want to drown myself in anger and resentment.",,0
"Whenever I run into a situation that makes me upset or angry, I tend to start cursing and badly offending the person I am confronting. I say mean things to let my anger out. Whenever people tell me stuff about my relationship (like starting rumors or saying negative things about me or my relationship) I lash out not just them but at my boyfriend. I feel like I keep causing drama due to my personality. I want to be a better person and learn to let things not get to me and be happy and graceful. I hurt the ones I love with my words. I want to be better for myself and them.",,0
"I need answers to my anger, possessiveness, and urges. I am angry all the time. I push people away so much that I actually blow up on people now because they ask me how my day is or was. I have a possessiveness to someone who is not even mine. I have these urges to hurt someone really bad. I want to see them beg for me to stop hurting. I want to hear their agonizing pained-filled voices.",,0
"I have a really bad temper. I get mad very easily then stay like that the whole day. I don't mean to be that way, but I can't help it.",,0
"I am so angry. I feel like the arguments with my parents have caused me so much anxiety and stress, and I don't know what to do. I want to sit down with a psychologist, but I cannot afford one, nor do I have my own health insurance. I can feel myself starting to get violent. I throw things of value when I start to get mad. I have punched holes in my wall. I can feel my aggression getting worse.",,0
"I don't know what's with me. I'm almost constantly angry. Even when I'm happy, I still feel anger inside me. When I acknowledge it, it ruins my mood and takes over. I get angry at the littlest things. Even if I think someone said something they didn't, it infuriates me. Something perfectly normal can make me go off. When my anger flares up, I get a terrible pain in my chest that lasts for a while. It's like there is a fire constantly burning in my body, and anger is gasoline.",,0
"Every time I speak, he says I anger him. Also, when heas mad at something, like work, he gets angry at me. I feel like weare so distant from each other now. We used to laugh all the time, and I feel like he lets too much negativity in. We've been married for two years but together for seven.",,0
"I'm a teenager. I get random spurts of anger, like complete, pure rage. I figured it was hormones, but others notice it too. I get self-destructive. I used to cut but stopped. Now when I get mad, I bite my arms and fingers, pull my hair, scratch my face, or punch my thighs. Basically, I do things I can hide instead of breaking anything in my room and having to explain it to my mom. I don't live in a bad household. I have a great family, a great relationship with my boyfriend, and a good job. I have no idea what this is and I don't know how to control it. It's over any little thing. Tonight, it was because I couldn't get my earrings out. This happens maybe two to three times on a good week, and it's always over stupid, petty things.",,0
"I get an uncontrollable swallowing that is repetitive and then somewhat out of body feeling that lasts no more than a minute or two. It usually happens in bed at night, but I occasionally experience this during the day. I have a benign brain tumor, but the doctor said it is not associated with this.",,0
"I'm a teenage girl, and my dad is an alcoholic. I hate being at home with him because he just stresses me out. He can be picking me up from basketball practice or piano lessons, and half of the time, I don't even know if he's sober or not. I refuse to get into the vehicle with him and walk home sometimes. I've either been barely sleeping or I over sleep, so I'm always tired. I live in a small town, so there's no one I can really talk to because I'm not really that close with my family.",,0
"It takes me a long time to fall asleep; Iad estimate about two hours. I often have nightmares, starting with being eaten by a monster, and I often wake up frightened and unable to breathe. I believe I started losing sleep after breaking up with a girlfriend of 8 years. Also, my fatheras business went bankrupt and my mother has a chronic condition. I was under a lot of stress, and life lost meaning. After improving my life and developing a habit of running and exercise to release stress, my symptoms improved. However in the past couple months, I started losing sleep again and having nightmares without warning.",,0
"I've pretty much been on my own since day one, I'm a middle child of five, and I can't seem to put my trust in anyone. It took me four years to finally open up a little to my best friend. Every time I realize that I have feelings for someone, I freak out and never talk to them again. I really want some help.",,0
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.",,0
"For some reason I feel very uncomfortable with my girlfriend showing off her body in certain poses on social media. I know she is proud of her body and I respect that, but I dont feel comfortable with her openly showing off her body the way she does. Anytime I bring it up to her she thinks Im calling her a whore.",,0
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me. He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling.",,0
"I have cheated on my husband of five years roughly ten times. I pretend we aren't married at my work. Recently, he has caught on, but I lie to cover it. He use to talk to girls online, but I have caught myself constantly having a affair.",,0
"My spouse visited the red light district a couple of years back in Amsterdam. After he got back from the trip he got me tested for stds. In the aftermath he has provided multiple versions of what happened, from having a total blackout to being touched by a prostitute.",,0
"I was with my friends at the park, and we were talking and having fun. After a while, I met a girl there. We talked and flirted for a while, then we gave our numbers to each other and left. We talked for a few months, then we met up again. She kissed me, so I assumed we were dating. Then I found out she has a boyfriend.",,0
"He's gone for 11 weeks for a band camp. It's week two right now. We used to be Intimate a lot, and now since he's busy 12 hours a day, we can't really be Intimate, even over the phone.",,0
"My husband had an emotional affair with his ex-wife in November. She invited him to dinner, alone, with their daughter. I wasnat aware of this until after 11pm when I asked where he was. He had been drinking, and I told him not to come home that night. The next morning, we talked about going to counseling. He went out that night with friends and said his ex-wife wasn't going. I found out in April that she did go. I gave him the chance to get everything out in the open. I found out that he stayed that second night with her. I asked if they slept in the same bed, and he said yes, both nights. His daughter wasn't there the second night.",,0
"She's busy because her mom makes her clean all the time and go out places with her family. We don't talk much because of it. Also, we have little fights. We want to work it out but we don't know how.",,0
"He told me he started to back away because I was asking for too much in the relationship. The more I tried to fix things, the worse it got. I want to make us better again, but I don't know how.",,0
"My boyfriend has this close female friend. It always bothered me because of how close they are, so I decided to meet her. That made the situation worse because they were even closer than what I thought. They acted like a couple rather than friends with each other. There was no physical interaction, but he talks to this girl a lot. Leaving him isn't an option.",,0
"Iam a man, and Iam soon to be married. I have been messing around with other men on the side. It started as a once in a while thing, but itas been happening a lot. I don't know what to do.",,0
"She has lied about every aspect of her life. She's created three fake relationships. The most recent one is concerning because she has fake photos, phone calls, and text messages, and itas with a married man with kids. Her lying is becoming dangerous because she could ruin lives.",,0
"Ever since my ex-boyfriend and I broke up, I can't seem to get close to anyone else. I know I'm completely over him, but I just can't break down my walls and let someone new into my life.",,0
"When my boyfriend gets in a snit, he gives me the silent treatment for days. When I ask what is wrong, I get nothing: no reply, no phone call. If he does reply, it is something very sarcastic and hurtful. He never admits he is wrong and never apologizes.",,0
"My husband cheated while I was pregnant with our son with a so-called friend. This was before we were married. We split and eventually worked things out. I thought I trusted him so we got married. Now he flirts with girls in front of me. I've talked to him, but nothing helps.",,0
"The father of my kids and I have been broken up for about three years now. We always found our way back to each other. He had a baby with someone else he's with but still shows the same love he showed when we was together when he's around. He even gets jealous, but he ignores my calls.",,0
"My boyfriend and I have been disagreeing on a lot lately. It's really coming down to the fact that we want opposite things sometimes. I do a lot for him: I take care and protect him, and in the end, he still doesn't trust me. We've both come to the conclusion that when I want something and he doesn't want it, he's not willing to find a happy medium whatsoever. It's just non-negotiable. I'm not sure what to do honestly. He doesn't trust me as much as I wish he did. Honestly, sometimes I feel like his enemy, and it kills me.",,0
"I have been pushing people away all my life. I finally have a great boyfriend who loves me, but I keep pushing him away and I don't want to. I need to learn to open up.",,0
"I have been dating my boyfriend for eight years. We met in college off away from home and things went from good to bad when I met his family who treats him like he is their man. They expect him to take them on dates like to the movies and out to eat when they come around, and he thinks it's okay.",,0
"He's lied about his past/present situations. Since time has passed, he has changed, but I still have my doubts. I have no idea if I should stay or go, but I hate this feeling. I don't trust him all too much, but yet he hasn't done anything for me not to trust him recently.",,0
"My fiancA of 15 years is always helping out his family, and I feel like his family takes advantage of his kindness. We're about to get married this Saturday, but I feel like he is always gonna put them first instead of myself and our three kids. I am not enjoying our engagement at all.",,0
"The eight months I've been dating my boyfriend, I have lied about a lot of things. I slept with a couple guys to get back at my boyfriend for breaking up with me. Now anything I say to him he won't believe, even if I'm being honest. I don't know what else to do at this point. He constantly criticizes me.",,0
"Someone I care about told me I'm not teachable and I'm irritating. I just want to be happy and wanted to please the person, but I always fall short it seems.",,0
"I've been in a relationship for almost a year, and I absolutely trust my boyfriend. He treats me nice, checks on me, and tells me sweet things. However, when it comes to making life decisions, I feel he is very immature. I try to talk things out so we can compromise or make sound decisions together, but he lacks any ideas and prefers to just go with anything to avoid fighting. As far as dates, if I don't say anything, plan it, or have money to chip in, we will not go. I feel like I put in a lot of work supporting and sometimes spoiling, and all I get is a loyal man who will not cheat and say sweet things on occasion.",,0
"My best friend and I've been really close for almost three years. She lives in the UK, and I live in the US. Ever since her boyfriend flew from Oregon to Scotland, I've been angry at him. Ever since he came into her life, he took her away from me. My best friend would always say sorry, and I'm sick of it.",,0
"I found the guy Iam dating on dating websites. He was telling women that they were beautiful. He said it wasnat him and that the phone was hacked. It has since happened two other times. He says he loves me and Iam the only girl he wants to be with, but I feel he is not telling me the truth.",,0
"He said that if I were to visit my mother, he will be gone when I get back. My boyfriend and I hit a rough patch in our relationship a few months back, and my mom had a few choice words with him.",,0
"I crossdress and like to be feminine but I am attracted to women, but yet that seems to bother girls I date or ask out. should I hold back and keep it a secret, or should I just be up-front about it. I wonder if i should stop or if I should continue to do it since it makes me happy.",,0
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out. She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.",,0
"Iam trying to make marriage work after a split. Before our split, he lied a lot and broke every promise to me. I don't think he cheated. Last month, I asked what women work with him, so he told me. Yesterday, I found out about a girl that he said he forgot about.",,0
"My fiancAe is always letting me know how I am a horrible/evil person, or I just donat care enough when itas about her feeling or when she is having an off day.",,0
"My fiancA and I recently had an argument over finances. He gives me the money each month to pay his automobile insurance. He no longer has one of the vehicles on the policy. He realized he was still paying for the coverage and asked why I was allowing him to continue to do that since I was physically paying it for him. My response was that he was giving me the money, and I just made the payment. I didn't think of the coverages. He was angry about it. I still can't figure out that anger.",,0
"Iam in a relationship with my child's father. Iam a really jealous person. We donat go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I canat.",,0
"I'm in my early 20s, and I've been seeing my boyfriend for a year now. My boyfriend has always been the sweetest guy until recently. He has made comments such as ayou would look better as a Tumblr girl"" or ""you should start doing more squats."" It's really hurtful.",,0
"My girlfriend remains friends with ex boyfriends/lovers on Facebook who actively like and comment on posts. It causes me to get jealous because I'm afraid they might reconnect somehow. I've attempted to talk to her about it, but she avoids it and doesn't seem to worry about how I feel about it.",,0
"My boyfriend of eight years and father of our two children is a truck driver. He is never home and only contributes to our family financially. There is no other support given. He comes home when able, sleeps, gives money, and leaves again. I can't get him to do anything with me or the kids. He just sleeps and works.",,0
"My boyfriend and I have been going out for about a year. I suddenly find myself jealous when I see him talking to other girls. I have never been this way before. I don't like these feelings. He said that my jealousy would cause our relationship to have problems. I told him I can't help these feelings. I don't know where they are coming from, but this is how I feel, I tried to stop, but I can't. I really like this guy, but I'm afraid that I'm messing up the relationship. It's just stupid.",,0
"My husband and I are in our 40s. Weave been married 17 years. Three weeks ago, he said he loves me but is not in love with me. He was going to leave me, but he said he thought about it and decided to stay. I don't know how to feel any more. He has been very blunt, and hurtful words just come out of his mouth. He makes me feel like I'm nothing, but I so dearly love him with everything in me. He said it wasnat a mid-life crisis.",,0
"There are intimate things she did early in the relationship, and things she had once agreed to try that she will not do now. I end up thinking about it all day. I feel rejected and think I married the wrong person.",,0
"As I was growing up, my mother and father always fought. With that, I grew trust issues. I think it's going to affect my relationship now and end it sooner then I want to. I try not to let it affect me, but I canat.",,0
"I have been dating a guy for two years. I think I love him, but I don't know any more. I am in my late teens, and I have been living with him for most of our relationship. I have been talking to a guy friend, and I feel more loved by him than my boyfriend.",,0
"He owns his own business. Sometimes, he stays out all night but doesn't tell me. We have a son together, and I get to stay home with him. He says I complain too much about what he's doing. We've been together a year and a half. I got pregnant after being together for a month. We moved in together when I had my son in July. Everything was great, and then he started the staying out. He then started not spending time with either of us. I just don't know if I'm doing something wrong. We've talked and he says this is just how he is, but he wasn't like this before.",,0
"My fiancA and I have almost the best relationship every girl wants, but lately it's changed. I get less attention and little to no intercourse. He works a lot and goes to the gym a lot (he's a football player for an indoor league), but he has no time for me. We live two hours from family, and when I leave home to see family, he'll text me saying ""whatever"" and ""leave me alone."" But when we're together, everything is okay. No fighting or anything. I love this man, but I just don't know what to do anymore.",,0
"My boyfriend of five years told me he cheated on me during our relationship after we broke up. We've since gotten back together and are trying to make it work. I don't know how to trust him now, but I really want to make it work, and it seems like he does too. But my trust issues are getting in the way and causing problems.",,0
"Iam in love with my friend who is also a girl. I fell in love with her in a few months. That was my first love. We used to talk for the whole day and night over the phone and on Facebook. I thought she had the same feelings for me, but I was wrong. I always wanted to touch her warmly and stay with her all my life. But all my dreams get broken apart after she got into a relationship with a guy. Iave tried to be in relationship with guys, but I canat be in love with them.",,0
I've been getting told lately by my partner that itas embarrassing that I'm so antisocial around his family and friends. I believe it's because I'm not as social as him.,,0
